embutidos;tipo;largura;altura;tamanho;nao_vazias;preenchidas;buracos;impossiveis;%possiveis;%interior;%borda
572;Varredura ;63;57;3591;2411;2288;94;29;96.05;99.1;66.12
316;Varredura ;50;53;2650;1364;1264;78;22;94.19;98.75;64.46
306;Boustrophedon ;49;55;2695;1376;1224;130;22;90.4;97.44;61.06
354;Boustrophedon ;55;54;2970;1540;1416;98;26;93.53;97.46;67.03
319;Boustrophedon ;55;55;3025;1382;1276;87;19;93.62;98.85;63.39
324;Boustrophedon ;54;59;3186;1456;1296;126;34;91.14;98.43;54.05
274;Boustrophedon ;40;54;2160;1205;1096;80;29;93.2;98.0;56.8
326;Espiral Crescente ;56;59;3304;1461;1304;120;37;91.57;97.68;55.93
362;Boustrophedon ;63;44;2772;1565;1448;89;28;94.21;99.24;57.87
293;Boustrophedon ;51;42;2142;1277;1172;90;15;92.87;97.93;61.03
346;Boustrophedon ;52;55;2860;1513;1384;103;26;93.07;97.73;64.06
364;Varredura ;52;58;3016;1583;1456;107;20;93.15;98.27;59.53
238;Varredura ;43;58;2494;1077;952;88;37;91.54;96.66;59.41
313;Boustrophedon ;54;56;3024;1374;1252;97;25;92.81;98.22;59.2
256;Boustrophedon ;54;44;2376;1124;1024;75;25;93.18;96.97;63.82
225;Boustrophedon ;37;50;1850;998;900;77;21;92.12;98.1;60.29
335;Boustrophedon ;58;60;3480;1500;1340;131;29;91.09;96.73;60.46
299;Boustrophedon ;63;46;2898;1316;1196;87;33;93.22;97.33;65.54
307;Varredura ;56;54;3024;1364;1228;103;33;92.26;98.26;56.83
327;Varredura ;60;57;3420;1462;1308;108;46;92.37;97.95;61.7
306;Espiral Crescente ;57;57;3249;1353;1224;97;32;92.66;98.34;58.43
280;Boustrophedon ;55;46;2530;1237;1120;80;37;93.33;97.9;59.66
310;Boustrophedon ;53;47;2491;1371;1240;100;31;92.54;96.8;65.47
308;Boustrophedon ;50;47;2350;1345;1232;96;17;92.77;97.84;62.13
226;Boustrophedon ;43;45;1935;1025;904;93;28;90.67;95.56;60.28
433;Varredura ;61;63;3843;1862;1732;92;38;94.96;99.21;65.6
292;Boustrophedon ;53;50;2650;1294;1168;100;26;92.11;96.59;62.18
208;Boustrophedon ;53;54;2862;932;832;68;32;92.44;98.39;64.11
353;Boustrophedon ;49;56;2744;1515;1412;78;25;94.77;97.35;70.13
271;Espiral Crescente ;41;55;2255;1206;1084;98;24;91.71;98.64;56.05
223;Varredura ;51;54;2754;1009;892;80;37;91.77;99.31;60.42
408;Varredura ;63;55;3465;1791;1632;123;36;92.99;98.08;60.18
375;Espiral Crescente ;63;57;3591;1669;1500;136;33;91.69;98.55;58.45
311;Espiral Decrescente ;51;48;2448;1372;1244;100;28;92.56;95.93;66.26
317;Varredura ;63;48;3024;1422;1268;108;46;92.15;96.98;59.32
274;Boustrophedon ;42;52;2184;1190;1096;79;15;93.28;97.08;67.17
307;Boustrophedon ;56;58;3248;1355;1228;98;29;92.61;97.67;63.7
342;Boustrophedon ;47;62;2914;1504;1368;110;26;92.56;96.66;65.83
309;Boustrophedon ;54;58;3132;1355;1236;86;33;93.49;98.14;64.39
275;Boustrophedon ;47;52;2444;1210;1100;84;26;92.91;97.99;57.94
291;Boustrophedon ;50;45;2250;1282;1164;87;31;93.05;98.21;55.0
211;Boustrophedon ;44;48;2112;944;844;67;33;92.65;98.5;57.42
320;Boustrophedon ;49;53;2597;1413;1280;104;29;92.49;98.23;59.79
269;Boustrophedon ;47;51;2397;1193;1076;93;24;92.04;97.48;61.41
263;Boustrophedon ;53;44;2332;1136;1052;65;19;94.18;97.99;65.97
323;Boustrophedon ;55;55;3025;1449;1292;120;37;91.5;97.66;61.24
278;Espiral Crescente ;46;46;2116;1222;1112;84;26;92.98;98.13;55.61
328;Varredura ;57;53;3021;1418;1312;83;23;94.05;98.44;66.92
296;Boustrophedon ;56;42;2352;1317;1184;103;30;92.0;95.92;65.78
345;Espiral Crescente ;59;56;3304;1551;1380;129;42;91.45;98.18;56.69
304;Boustrophedon ;43;54;2322;1307;1216;74;17;94.26;98.8;64.71
355;Boustrophedon ;46;57;2622;1514;1420;68;26;95.43;99.3;62.72
281;Boustrophedon ;54;45;2430;1245;1124;93;28;92.36;96.85;60.96
406;Boustrophedon ;60;59;3540;1750;1624;101;25;94.14;98.11;63.57
379;Boustrophedon ;49;63;3087;1616;1516;76;24;95.23;99.04;67.54
272;Boustrophedon ;36;62;2232;1188;1088;77;23;93.39;97.71;65.79
396;Varredura ;58;55;3190;1746;1584;123;39;92.79;97.28;60.45
313;Espiral Crescente ;58;49;2842;1381;1252;103;26;92.4;98.55;59.5
211;Varredura ;42;48;2016;952;844;90;18;90.36;96.62;65.15
356;Varredura ;53;59;3127;1561;1424;106;31;93.07;97.35;63.21
355;Espiral Crescente ;56;61;3416;1579;1420;121;38;92.15;98.3;52.26
229;Espiral Crescente ;63;28;1764;1018;916;80;22;91.97;98.47;61.7
164;Boustrophedon ;31;46;1426;745;656;66;23;90.86;96.54;58.68
336;Boustrophedon ;57;55;3135;1479;1344;105;30;92.75;97.11;62.83
266;Boustrophedon ;59;52;3068;1197;1064;100;33;91.41;98.08;55.43
562;Varredura ;61;63;3843;2359;2248;85;26;96.36;99.56;66.67
398;Varredura ;55;63;3465;1753;1592;123;38;92.83;97.13;63.19
352;Boustrophedon ;55;55;3025;1494;1408;64;22;95.65;98.11;72.07
313;Boustrophedon ;49;48;2352;1361;1252;86;23;93.57;98.04;63.45
241;Boustrophedon ;44;53;2332;1047;964;68;15;93.41;97.64;68.18
325;Boustrophedon ;54;59;3186;1441;1300;97;44;93.06;97.54;62.95
352;Varredura ;55;58;3190;1558;1408;117;33;92.33;97.54;59.8
298;Boustrophedon ;50;56;2800;1351;1192;125;34;90.51;96.85;54.21
309;Espiral Crescente ;63;52;3276;1394;1236;128;30;90.62;97.7;56.68
265;Boustrophedon ;46;53;2438;1183;1060;98;25;91.54;96.18;63.9
355;Boustrophedon ;52;59;3068;1565;1420;100;45;93.42;97.62;62.3
324;Boustrophedon ;58;48;2784;1425;1296;92;37;93.37;97.08;63.74
338;Varredura ;54;59;3186;1491;1352;118;21;91.97;97.76;60.56
398;Varredura ;56;63;3528;1714;1592;106;16;93.76;98.21;63.22
337;Varredura ;58;52;3016;1513;1348;136;29;90.84;97.3;59.2
253;Boustrophedon ;43;61;2623;1127;1012;90;25;91.83;97.65;59.66
222;Varredura ;48;47;2256;993;888;75;30;92.21;98.26;62.6
209;Boustrophedon ;33;45;1485;927;836;64;27;92.89;97.65;54.94
245;Espiral Decrescente ;50;47;2350;1096;980;87;29;91.85;94.94;68.28
296;Boustrophedon ;51;53;2703;1315;1184;100;31;92.21;96.98;65.4
239;Boustrophedon ;46;44;2024;1058;956;85;17;91.83;95.69;67.34
326;Varredura ;55;52;2860;1446;1304;107;35;92.42;98.09;59.32
351;Espiral Crescente ;50;57;2850;1541;1404;112;25;92.61;98.34;58.27
392;Espiral Decrescente ;58;58;3364;1730;1568;136;26;92.02;95.5;65.85
312;Boustrophedon ;52;53;2756;1357;1248;87;22;93.48;98.49;59.65
313;Boustrophedon ;51;43;2193;1345;1252;67;26;94.92;98.43;62.5
331;Boustrophedon ;54;59;3186;1480;1324;128;28;91.18;97.9;54.98
266;Espiral Crescente ;47;51;2397;1184;1064;91;29;92.12;97.49;57.89
258;Boustrophedon ;53;52;2756;1156;1032;98;26;91.33;98.28;61.35
300;Boustrophedon ;54;54;2916;1338;1200;106;32;91.88;98.37;58.56
325;Espiral Crescente ;51;59;3009;1439;1300;115;24;91.87;97.88;62.54
326;Varredura ;54;58;3132;1438;1304;108;26;92.35;97.2;61.3
283;Espiral Crescente ;53;47;2491;1253;1132;99;22;91.96;97.75;57.39
282;Varredura ;58;59;3422;1272;1128;111;33;91.04;98.32;60.12
364;Espiral Crescente ;52;55;2860;1593;1456;118;19;92.5;98.17;59.79
340;Boustrophedon ;53;56;2968;1509;1360;108;41;92.64;97.78;58.08
286;Espiral Crescente ;57;56;3192;1312;1144;121;47;90.43;98.35;55.56
361;Varredura ;63;56;3528;1620;1444;132;44;91.62;97.47;59.32
311;Espiral Crescente ;49;57;2793;1374;1244;94;36;92.97;98.37;58.97
378;Boustrophedon ;54;55;2970;1642;1512;99;31;93.85;98.38;62.37
375;Boustrophedon ;60;53;3180;1658;1500;124;34;92.36;98.01;56.19
326;Varredura ;51;55;2805;1447;1304;120;23;91.57;97.37;63.31
286;Varredura ;57;42;2394;1232;1144;77;11;93.69;98.65;61.66
359;Espiral Crescente ;57;53;3021;1565;1436;105;24;93.19;98.51;62.33
311;Boustrophedon ;48;56;2688;1364;1244;94;26;92.97;97.25;62.45
346;Boustrophedon ;59;61;3599;1550;1384;134;32;91.17;98.34;57.68
326;Varredura ;57;50;2850;1416;1304;94;18;93.28;97.96;63.49
284;Varredura ;45;47;2115;1229;1136;76;17;93.73;98.91;62.39
292;Boustrophedon ;54;46;2484;1273;1168;84;21;93.29;98.75;60.52
257;Espiral Crescente ;41;51;2091;1144;1028;90;26;91.95;98.39;52.8
359;Boustrophedon ;54;53;2862;1554;1436;99;19;93.55;98.12;65.82
311;Varredura ;62;56;3472;1382;1244;105;33;92.22;98.75;63.56
368;Varredura ;56;63;3528;1611;1472;103;36;93.46;98.63;58.98
300;Boustrophedon ;61;54;3294;1347;1200;110;37;91.6;96.58;65.33
575;Varredura ;63;62;3906;2421;2300;103;18;95.71;99.43;67.27
437;Boustrophedon ;60;62;3720;1937;1748;147;42;92.24;97.71;58.2
317;Espiral Crescente ;52;60;3120;1404;1268;122;14;91.22;98.23;57.2
340;Espiral Crescente ;52;61;3172;1498;1360;110;28;92.52;97.84;62.03
356;Varredura ;54;59;3186;1571;1424;122;25;92.11;97.24;63.04
318;Boustrophedon ;50;56;2800;1388;1272;104;12;92.44;98.12;64.55
375;Varredura ;56;63;3528;1688;1500;136;52;91.69;97.13;58.9
367;Boustrophedon ;48;56;2688;1588;1468;102;18;93.5;96.81;71.22
294;Varredura ;54;61;3294;1329;1176;121;32;90.67;97.59;61.26
301;Boustrophedon ;56;47;2632;1312;1204;87;21;93.26;98.26;59.91
276;Espiral Crescente ;38;53;2014;1191;1104;63;24;94.6;98.89;61.42
105;Varredura ;29;32;928;459;420;32;7;92.92;98.58;68.22
291;Boustrophedon ;52;45;2340;1262;1164;75;23;93.95;98.01;62.8
200;Boustrophedon ;47;44;2068;889;800;71;18;91.85;98.0;60.11
354;Varredura ;59;51;3009;1583;1416;124;43;91.95;97.33;57.1
423;Boustrophedon ;57;62;3534;1821;1692;107;22;94.05;98.64;61.57
322;Boustrophedon ;52;56;2912;1396;1288;81;27;94.08;97.67;66.11
336;Boustrophedon ;53;60;3180;1495;1344;108;43;92.56;97.54;61.39
255;Espiral Decrescente ;46;48;2208;1137;1020;91;26;91.81;95.71;65.79
374;Varredura ;58;58;3364;1661;1496;124;41;92.35;97.56;57.14
365;Boustrophedon ;48;59;2832;1575;1460;87;28;94.38;97.97;63.93
352;Boustrophedon ;55;52;2860;1559;1408;117;34;92.33;98.55;57.64
301;Varredura ;52;46;2392;1325;1204;92;29;92.9;97.5;61.94
340;Espiral Crescente ;55;51;2805;1500;1360;103;37;92.96;98.13;56.18
334;Varredura ;54;52;2808;1467;1336;105;26;92.71;97.13;65.85
384;Varredura ;51;57;2907;1639;1536;84;19;94.81;98.71;65.73
296;Boustrophedon ;45;58;2610;1333;1184;111;38;91.43;96.67;59.72
366;Boustrophedon ;53;62;3286;1594;1464;97;33;93.79;98.52;64.19
332;Espiral Crescente ;54;54;2916;1486;1328;116;42;91.97;97.56;61.76
383;Boustrophedon ;53;58;3074;1645;1532;90;23;94.45;98.62;65.31
249;Varredura ;44;55;2420;1126;996;92;38;91.54;96.08;62.93
398;Boustrophedon ;62;59;3658;1766;1592;131;43;92.4;96.95;60.0
266;Boustrophedon ;43;53;2279;1175;1064;89;22;92.28;96.54;64.71
290;Boustrophedon ;58;50;2900;1294;1160;103;31;91.84;97.17;65.13
341;Varredura ;49;62;3038;1505;1364;107;34;92.73;97.3;61.97
391;Varredura ;59;62;3658;1720;1564;119;37;92.93;97.89;63.19
379;Boustrophedon ;58;61;3538;1659;1516;111;32;93.18;97.28;64.43
405;Boustrophedon ;47;56;2632;1714;1620;71;23;95.8;98.24;71.19
292;Boustrophedon ;55;40;2200;1268;1168;80;20;93.59;97.76;61.03
230;Boustrophedon ;56;38;2128;1008;920;79;9;92.09;97.23;69.01
373;Varredura ;55;48;2640;1630;1492;111;27;93.08;97.73;59.62
522;Boustrophedon ;59;63;3717;2271;2088;141;42;93.67;97.59;58.02
351;Espiral Crescente ;52;50;2600;1530;1404;104;22;93.1;98.74;58.17
159;Boustrophedon ;30;37;1110;696;636;52;8;92.44;96.99;67.18
363;Varredura ;50;55;2750;1584;1452;103;29;93.38;96.71;64.23
353;Varredura ;50;51;2550;1575;1412;119;44;92.23;97.43;55.63
286;Espiral Crescente ;60;38;2280;1255;1144;92;19;92.56;98.74;56.83
491;Varredura ;52;63;3276;2085;1964;93;28;95.48;99.33;62.41
490;Varredura ;53;63;3339;2050;1960;71;19;96.5;99.6;70.46
479;Varredura ;59;57;3363;2076;1916;133;27;93.51;98.63;58.02
277;Varredura ;58;43;2494;1225;1108;87;30;92.72;98.45;60.0
276;Espiral Crescente ;50;45;2250;1207;1104;84;19;92.93;99.21;50.0
315;Varredura ;63;43;2709;1398;1260;102;36;92.51;97.51;59.56
337;Espiral Crescente ;58;59;3422;1481;1348;118;15;91.95;98.17;60.36
191;Boustrophedon ;44;46;2024;879;764;87;28;89.78;96.4;61.67
223;Varredura ;38;39;1482;972;892;62;18;93.5;97.4;63.8
304;Varredura ;49;45;2205;1339;1216;90;33;93.11;97.41;56.88
264;Boustrophedon ;51;47;2397;1157;1056;77;24;93.2;96.72;66.82
345;Boustrophedon ;52;61;3172;1539;1380;116;43;92.25;98.13;55.7
419;Boustrophedon ;56;63;3528;1831;1676;127;28;92.96;98.09;60.0
298;Boustrophedon ;54;57;3078;1338;1192;103;43;92.05;98.46;56.23
436;Boustrophedon ;58;58;3364;1870;1744;102;24;94.47;98.01;64.39
320;Boustrophedon ;56;49;2744;1405;1280;93;32;93.23;98.43;58.37
309;Boustrophedon ;58;45;2610;1381;1236;103;42;92.31;97.76;60.71
297;Boustrophedon ;48;49;2352;1284;1188;73;23;94.21;98.43;60.89
365;Boustrophedon ;62;55;3410;1626;1460;126;40;92.06;97.39;59.13
422;Varredura ;56;54;3024;1826;1688;100;38;94.41;97.89;65.36
202;Varredura ;56;35;1960;901;808;61;32;92.98;98.55;60.48
398;Boustrophedon ;61;57;3477;1743;1592;106;45;93.76;97.89;56.2
308;Boustrophedon ;56;44;2464;1353;1232;95;26;92.84;95.81;67.97
315;Varredura ;53;54;2862;1357;1260;70;27;94.74;99.02;64.17
308;Boustrophedon ;48;48;2304;1329;1232;76;21;94.19;98.39;62.74
281;Varredura ;57;47;2679;1251;1124;102;25;91.68;96.73;61.32
262;Boustrophedon ;47;47;2209;1155;1048;78;29;93.07;97.37;60.19
374;Boustrophedon ;58;61;3538;1657;1496;117;44;92.75;97.21;58.31
390;Boustrophedon ;60;55;3300;1698;1560;118;20;92.97;98.29;60.82
253;Boustrophedon ;43;47;2021;1100;1012;78;10;92.84;97.49;64.67
222;Boustrophedon ;54;45;2430;1015;888;97;30;90.15;97.23;58.91
313;Varredura ;46;54;2484;1392;1252;110;30;91.92;97.12;61.29
259;Espiral Crescente ;41;56;2296;1153;1036;91;26;91.93;98.61;52.73
331;Varredura ;55;54;2970;1467;1324;111;32;92.26;98.21;58.78
289;Espiral Crescente ;58;46;2668;1289;1156;92;41;92.63;98.45;53.94
222;Varredura ;43;46;1978;986;888;78;20;91.93;97.71;60.2
253;Boustrophedon ;51;51;2601;1127;1012;86;29;92.17;97.78;64.84
337;Varredura ;57;45;2565;1475;1348;93;34;93.55;98.4;62.5
317;Espiral Crescente ;54;53;2862;1409;1268;110;31;92.02;98.09;53.33
322;Espiral Crescente ;47;57;2679;1426;1288;103;35;92.6;97.77;57.09
295;Varredura ;47;53;2491;1277;1180;75;22;94.02;98.4;62.44
287;Espiral Decrescente ;61;52;3172;1296;1148;108;40;91.4;97.47;60.19
276;Boustrophedon ;50;49;2450;1196;1104;79;13;93.32;97.78;66.18
309;Espiral Decrescente ;47;54;2538;1359;1236;103;20;92.31;95.19;68.52
302;Varredura ;52;54;2808;1335;1208;102;25;92.21;96.25;64.61
449;Varredura ;61;55;3355;1945;1796;115;34;93.98;98.51;63.02
293;Boustrophedon ;50;44;2200;1288;1172;91;25;92.79;98.01;59.23
272;Espiral Crescente ;48;49;2352;1191;1088;84;19;92.83;97.88;59.2
414;Varredura ;48;51;2448;1748;1656;72;20;95.83;99.61;59.05
274;Varredura ;51;53;2703;1217;1096;92;29;92.26;98.57;54.66
388;Espiral Decrescente ;63;56;3528;1727;1552;136;39;91.94;95.82;65.38
293;Varredura ;55;49;2695;1296;1172;100;24;92.14;98.34;60.22
301;Varredura ;46;51;2346;1303;1204;78;21;93.92;97.52;66.36
412;Boustrophedon ;60;61;3660;1836;1648;139;49;92.22;97.57;56.94
455;Varredura ;52;62;3224;1930;1820;87;23;95.44;99.2;67.56
367;Espiral Crescente ;55;57;3135;1632;1468;127;37;92.04;97.89;55.84
134;Boustrophedon ;34;38;1292;609;536;58;15;90.24;95.58;66.03
373;Varredura ;48;58;2784;1640;1492;116;32;92.79;97.25;62.24
369;Boustrophedon ;55;55;3025;1618;1476;108;34;93.18;97.14;63.89
354;Boustrophedon ;57;58;3306;1584;1416;133;35;91.41;97.04;61.01
373;Boustrophedon ;53;57;3021;1629;1492;103;34;93.54;97.96;57.75
298;Varredura ;59;49;2891;1303;1192;91;20;92.91;97.33;62.39
329;Varredura ;51;55;2805;1441;1316;90;35;93.6;97.79;62.36
320;Boustrophedon ;55;49;2695;1408;1280;100;28;92.75;98.04;54.94
252;Varredura ;44;50;2200;1100;1008;79;13;92.73;98.09;64.62
292;Boustrophedon ;56;44;2464;1275;1168;87;20;93.07;98.27;61.64
255;Boustrophedon ;62;52;3224;1145;1020;97;28;91.32;96.77;65.11
292;Varredura ;51;50;2550;1292;1168;90;34;92.85;98.16;59.62
247;Boustrophedon ;42;46;1932;1104;988;90;26;91.65;97.4;57.53
310;Espiral Crescente ;60;49;2940;1416;1240;129;47;90.58;97.92;57.1
329;Espiral Crescente ;55;41;2255;1452;1316;111;25;92.22;97.82;57.2
436;Boustrophedon ;58;60;3480;1893;1744;127;22;93.21;98.01;65.19
357;Espiral Crescente ;46;63;2898;1575;1428;114;33;92.61;98.07;56.89
242;Boustrophedon ;49;44;2156;1072;968;93;11;91.23;95.81;64.55
304;Boustrophedon ;57;55;3135;1350;1216;118;16;91.15;97.57;61.43
242;Boustrophedon ;53;46;2438;1079;968;84;27;92.02;97.08;61.26
415;Boustrophedon ;55;58;3190;1813;1660;120;33;93.26;97.37;61.17
320;Espiral Crescente ;47;54;2538;1417;1280;110;27;92.09;98.02;55.64
258;Espiral Crescente ;54;41;2214;1141;1032;88;21;92.14;99.12;56.09
361;Boustrophedon ;63;60;3780;1592;1444;124;24;92.09;96.99;63.3
215;Boustrophedon ;43;41;1763;965;860;79;26;91.59;98.55;54.37
423;Espiral Crescente ;63;62;3906;1859;1692;141;26;92.31;98.13;55.05
202;Varredura ;44;41;1804;900;808;68;24;92.24;98.22;64.76
289;Boustrophedon ;54;52;2808;1309;1156;126;27;90.17;97.73;55.93
400;Boustrophedon ;60;52;3120;1764;1600;130;34;92.49;98.1;60.06
329;Boustrophedon ;49;54;2646;1448;1316;111;21;92.22;97.65;59.38
522;Varredura ;54;60;3240;2191;2088;86;17;96.04;99.38;63.16
315;Boustrophedon ;62;55;3410;1414;1260;125;29;90.97;95.39;64.34
259;Espiral Decrescente ;51;51;2601;1173;1036;98;39;91.36;95.38;64.02
303;Boustrophedon ;49;54;2646;1343;1212;104;27;92.1;96.64;61.32
363;Boustrophedon ;53;52;2756;1600;1452;119;29;92.43;97.82;61.9
306;Espiral Crescente ;60;52;3120;1372;1224;113;35;91.55;98.79;55.0
300;Boustrophedon ;48;45;2160;1309;1200;85;24;93.39;97.81;60.09
292;Boustrophedon ;61;52;3172;1312;1168;117;27;90.89;96.94;62.21
312;Varredura ;55;54;2970;1370;1248;98;24;92.72;98.71;62.37
403;Espiral Crescente ;59;53;3127;1760;1612;116;32;93.29;98.42;58.47
357;Varredura ;57;54;3078;1569;1428;110;31;92.85;97.9;60.14
328;Espiral Decrescente ;58;63;3654;1468;1312;119;37;91.68;97.34;62.94
279;Boustrophedon ;61;46;2806;1225;1116;87;22;92.77;98.47;61.16
219;Varredura ;42;53;2226;976;876;71;29;92.5;99.46;58.97
323;Boustrophedon ;45;52;2340;1409;1292;101;16;92.75;98.21;58.8
246;Boustrophedon ;40;48;1920;1080;984;74;22;93.01;97.23;59.89
257;Espiral Decrescente ;46;55;2530;1155;1028;101;26;91.05;95.79;64.68
374;Varredura ;57;58;3306;1680;1496;146;38;91.11;97.37;52.26
297;Espiral Crescente ;51;55;2805;1301;1188;85;28;93.32;98.7;55.0
382;Boustrophedon ;61;53;3233;1700;1528;136;36;91.83;95.81;65.98
342;Boustrophedon ;58;51;2958;1489;1368;93;28;93.63;98.53;60.54
339;Boustrophedon ;59;52;3068;1492;1356;101;35;93.07;97.71;59.85
261;Boustrophedon ;42;46;1932;1140;1044;69;27;93.8;98.31;58.55
299;Boustrophedon ;52;46;2392;1330;1196;102;32;92.14;96.98;62.08
330;Varredura ;53;47;2491;1447;1320;96;31;93.22;98.81;58.91
299;Varredura ;49;61;2989;1352;1196;111;45;91.51;97.0;60.82
325;Espiral Decrescente ;58;63;3654;1437;1300;104;33;92.59;96.61;68.77
343;Espiral Crescente ;43;54;2322;1501;1372;93;36;93.65;98.74;51.29
546;Varredura ;60;57;3420;2323;2184;106;33;95.37;99.45;60.12
240;Varredura ;45;45;2025;1083;960;92;31;91.25;96.92;59.24
203;Boustrophedon ;41;47;1927;898;812;69;17;92.17;96.15;70.05
265;Boustrophedon ;46;48;2208;1159;1060;81;18;92.9;97.2;68.26
280;Boustrophedon ;46;53;2438;1233;1120;91;22;92.49;97.21;63.04
231;Varredura ;40;53;2120;1054;924;96;34;90.59;96.54;62.27
273;Varredura ;43;56;2408;1214;1092;97;25;91.84;97.46;57.83
317;Boustrophedon ;56;56;3136;1398;1268;102;28;92.55;97.36;61.69
263;Boustrophedon ;38;54;2052;1150;1052;74;24;93.43;97.89;61.0
320;Varredura ;51;52;2652;1402;1280;105;17;92.42;97.57;62.55
405;Espiral Crescente ;60;57;3420;1783;1620;130;33;92.57;97.78;56.08
347;Espiral Crescente ;63;53;3339;1533;1388;109;36;92.72;98.51;61.04
295;Espiral Crescente ;46;59;2714;1318;1180;106;32;91.76;98.64;56.79
305;Espiral Crescente ;50;52;2600;1363;1220;109;34;91.8;98.08;55.15
307;Varredura ;56;61;3416;1370;1228;104;38;92.19;96.5;63.51
441;Espiral Crescente ;57;63;3591;1894;1764;103;27;94.48;98.71;58.08
449;Boustrophedon ;60;61;3660;1922;1796;103;23;94.58;97.07;69.2
324;Espiral Crescente ;56;56;3136;1438;1296;109;33;92.24;98.05;54.41
245;Boustrophedon ;43;42;1806;1069;980;66;23;93.69;98.18;61.38
359;Boustrophedon ;52;58;3016;1569;1436;114;19;92.65;97.54;66.88
333;Varredura ;63;56;3528;1474;1332;104;38;92.76;97.58;64.04
344;Boustrophedon ;59;52;3068;1505;1376;96;33;93.48;98.46;59.26
394;Espiral Crescente ;62;52;3224;1736;1576;121;39;92.87;98.25;56.31
275;Espiral Crescente ;39;56;2184;1204;1100;70;34;94.02;98.99;55.66
323;Boustrophedon ;61;49;2989;1411;1292;81;38;94.1;98.77;61.96
271;Boustrophedon ;62;42;2604;1214;1084;98;32;91.71;98.18;59.64
413;Varredura ;62;55;3410;1811;1652;116;43;93.44;98.34;55.92
371;Boustrophedon ;63;57;3591;1618;1484;107;27;93.27;97.43;65.99
272;Boustrophedon ;52;44;2288;1198;1088;89;21;92.44;98.72;61.87
285;Boustrophedon ;48;51;2448;1261;1140;85;36;93.06;97.18;60.17
310;Espiral Crescente ;52;58;3016;1372;1240;111;21;91.78;98.49;53.82
560;Varredura ;59;58;3422;2352;2240;89;23;96.18;99.56;67.09
261;Espiral Crescente ;49;50;2450;1156;1044;93;19;91.82;98.5;56.25
214;Varredura ;40;43;1720;947;856;81;10;91.36;97.11;62.7
270;Boustrophedon ;50;59;2950;1229;1080;122;27;89.85;96.93;61.71
383;Espiral Crescente ;60;48;2880;1677;1532;104;41;93.64;98.92;55.63
350;Boustrophedon ;52;53;2756;1538;1400;104;34;93.09;97.81;57.36
309;Boustrophedon ;52;53;2756;1349;1236;89;24;93.28;97.69;61.33
345;Boustrophedon ;55;60;3300;1552;1380;136;36;91.03;97.22;58.31
324;Varredura ;59;49;2891;1446;1296;120;30;91.53;97.63;59.93
295;Espiral Decrescente ;42;54;2268;1292;1180;88;24;93.06;96.31;71.65
334;Espiral Crescente ;61;45;2745;1468;1336;105;27;92.71;98.75;56.02
409;Boustrophedon ;54;63;3402;1803;1636;136;31;92.33;96.79;64.5
512;Boustrophedon ;50;54;2700;2125;2048;66;11;96.88;99.42;70.93
444;Varredura ;57;56;3192;1900;1776;95;29;94.92;98.76;63.64
367;Espiral Crescente ;61;60;3660;1641;1468;134;39;91.64;97.26;58.23
206;Boustrophedon ;46;42;1932;930;824;79;27;91.25;96.69;60.0
285;Boustrophedon ;60;56;3360;1271;1140;106;25;91.49;96.56;68.49
417;Boustrophedon ;54;58;3132;1823;1668;122;33;93.18;98.21;58.97
237;Boustrophedon ;41;49;2009;1039;948;69;22;93.22;96.98;68.72
333;Varredura ;51;49;2499;1481;1332;107;42;92.56;97.83;56.54
286;Boustrophedon ;49;53;2597;1264;1144;89;31;92.78;97.36;66.43
385;Boustrophedon ;50;61;3050;1665;1540;93;32;94.3;97.53;63.41
359;Boustrophedon ;57;50;2850;1601;1436;128;37;91.82;96.37;64.26
261;Varredura ;42;49;2058;1143;1044;81;18;92.8;98.7;60.45
335;Espiral Crescente ;53;56;2968;1490;1340;99;51;93.12;98.07;57.24
389;Boustrophedon ;53;60;3180;1701;1556;114;31;93.17;98.32;56.16
345;Boustrophedon ;57;53;3021;1529;1380;112;37;92.49;97.43;58.66
331;Varredura ;56;51;2856;1429;1324;80;25;94.3;98.8;65.79
306;Boustrophedon ;49;48;2352;1337;1224;89;24;93.22;97.47;62.88
312;Varredura ;50;48;2400;1345;1248;76;21;94.26;98.75;62.78
383;Varredura ;56;63;3528;1692;1532;135;25;91.9;97.44;61.66
197;Boustrophedon ;39;46;1794;884;788;75;21;91.31;96.77;63.37
380;Boustrophedon ;55;60;3300;1639;1520;99;20;93.89;97.72;62.82
475;Boustrophedon ;55;63;3465;2071;1900;130;41;93.6;97.36;62.01
324;Boustrophedon ;44;48;2112;1402;1296;81;25;94.12;97.65;62.5
319;Boustrophedon ;49;61;2989;1405;1276;100;29;92.73;96.29;70.57
413;Espiral Crescente ;63;50;3150;1809;1652;121;36;93.18;98.42;54.14
334;Espiral Crescente ;60;38;2280;1442;1336;77;29;94.55;98.86;56.81
288;Espiral Crescente ;45;57;2565;1276;1152;92;32;92.6;98.74;54.32
325;Boustrophedon ;48;63;3024;1447;1300;106;41;92.46;97.3;60.94
395;Boustrophedon ;61;54;3294;1741;1580;123;38;92.78;98.38;57.41
